root@lamp-s-1vcpu-1gb-tor1-01:~# clear
root@lamp-s-1vcpu-1gb-tor1-01:~# tcpdump -i eth0 port 22
tcpdump: verbose output suppressed, use -v or -vv for full protocol decode
listening on eth0, link-type EN10MB (Ethernet), capture size 262144 bytes
20:33:38.339927 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 65952:66164, ack 37, win 1452, length 212
20:33:38.340113 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 66164:66376, ack 37, win 1452, length 212
20:33:38.340282 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 66376:66588, ack 37, win 1452, length 212
20:33:38.340403 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 66588:66800, ack 37, win 1452, length 212
20:33:38.340509 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 66800:67012, ack 37, win 1452, length 212
20:33:38.340648 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 67012:67224, ack 37, win 1452, length 212
20:33:38.340757 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 67224:67436, ack 37, win 1452, length 212
20:33:38.340859 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 67436:67648, ack 37, win 1452, length 212
20:33:38.340966 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 67648:67860, ack 37, win 1452, length 212
20:33:38.341155 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 67860:68072, ack 37, win 1452, length 212
20:33:38.341300 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 68072:68284, ack 37, win 1452, length 212
20:33:38.341408 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 68284:68496, ack 37, win 1452, length 212
20:33:38.341512 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 68496:68708, ack 37, win 1452, length 212
20:33:38.341615 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 68708:68920, ack 37, win 1452, length 212
20:33:38.341717 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 68920:69132, ack 37, win 1452, length 212
20:33:38.341820 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 69132:69344, ack 37, win 1452, length 212
20:33:38.341922 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 69344:69556, ack 37, win 1452, length 212
20:33:38.342025 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 69556:69768, ack 37, win 1452, length 212
20:33:38.342178 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 69768:69980, ack 37, win 1452, length 212
20:33:38.342333 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 69980:70192, ack 37, win 1452, length 212
20:33:38.342428 IP CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494 > lamp-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 46640, win 4117, length 0
20:33:38.342453 IP CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494 > lamp-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 47488, win 4114, length 0
20:33:38.342461 IP CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494 > lamp-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 48760, win 4117, length 0
20:33:38.342471 IP CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494 > lamp-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 51092, win 4117, length 0
20:33:38.342483 IP CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494 > lamp-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 52576, win 4117, length 0
20:33:38.342493 IP CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494 > lamp-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 55544, win 4117, length 0
20:33:38.342508 IP CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494 > lamp-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 56756, win 4112, length 0
20:33:38.342734 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 70192:71484, ack 37, win 1452, length 1292
20:33:38.342847 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 71484:71696, ack 37, win 1452, length 212
20:33:38.342951 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 71696:71908, ack 37, win 1452, length 212
20:33:38.343054 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 71908:72120, ack 37, win 1452, length 212
20:33:38.343171 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 72120:72332, ack 37, win 1452, length 212
20:33:38.343276 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 72332:72544, ack 37, win 1452, length 212
20:33:38.343378 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 72544:72756, ack 37, win 1452, length 212
20:33:38.343480 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 72756:72968, ack 37, win 1452, length 212
20:33:38.343582 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 72968:73180, ack 37, win 1452, length 212
20:33:38.343684 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 73180:73392, ack 37, win 1452, length 212
20:33:38.343786 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 73392:73604, ack 37, win 1452, length 212
20:33:38.343887 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 73604:73816, ack 37, win 1452, length 212
20:33:38.343989 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 73816:74028, ack 37, win 1452, length 212
20:33:38.344117 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 74028:74240, ack 37, win 1452, length 212
20:33:38.344283 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 74240:74452, ack 37, win 1452, length 212
20:33:38.344400 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 74452:74664, ack 37, win 1452, length 212
20:33:38.344510 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 74664:74876, ack 37, win 1452, length 212
20:33:38.344653 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 74876:75088, ack 37, win 1452, length 212
20:33:38.344763 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 75088:75300, ack 37, win 1452, length 212
20:33:38.344901 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 75300:75512, ack 37, win 1452, length 212
20:33:38.345115 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 75512:75724, ack 37, win 1452, length 212
20:33:38.345289 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 75724:75936, ack 37, win 1452, length 212
20:33:38.345409 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 75936:76148, ack 37, win 1452, length 212
20:33:38.345513 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 76148:76360, ack 37, win 1452, length 212
20:33:38.345617 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 76360:76572, ack 37, win 1452, length 212
20:33:38.345720 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 76572:76784, ack 37, win 1452, length 212
20:33:38.345824 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 76784:76996, ack 37, win 1452, length 212
20:33:38.345944 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 76996:77208, ack 37, win 1452, length 212
20:33:38.346052 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 77208:77420, ack 37, win 1452, length 212
20:33:38.346155 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 77420:77632, ack 37, win 1452, length 212
20:33:38.346256 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 77632:77844, ack 37, win 1452, length 212
20:33:38.346358 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 77844:78056, ack 37, win 1452, length 212
20:33:38.346460 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 78056:78268, ack 37, win 1452, length 212
20:33:38.346561 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 78268:78480, ack 37, win 1452, length 212
20:33:38.346664 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 78480:78692, ack 37, win 1452, length 212
20:33:38.346766 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 78692:78904, ack 37, win 1452, length 212
20:33:38.346868 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 78904:79116, ack 37, win 1452, length 212
20:33:38.346969 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 79116:79328, ack 37, win 1452, length 212
20:33:38.347079 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 79328:79540, ack 37, win 1452, length 212
20:33:38.347255 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 79540:79752, ack 37, win 1452, length 212
20:33:38.347381 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 79752:79964, ack 37, win 1452, length 212
20:33:38.347523 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 79964:80176, ack 37, win 1452, length 212
20:33:38.347687 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 80176:80388, ack 37, win 1452, length 212
20:33:38.347802 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 80388:80600, ack 37, win 1452, length 212
20:33:38.347906 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 80600:80812, ack 37, win 1452, length 212
20:33:38.348009 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 80812:81024, ack 37, win 1452, length 212
20:33:38.348111 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 81024:81236, ack 37, win 1452, length 212
20:33:38.348213 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 81236:81448, ack 37, win 1452, length 212
20:33:38.348322 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 81448:81660, ack 37, win 1452, length 212
20:33:38.348425 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 81660:81872, ack 37, win 1452, length 212
20:33:38.348527 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 81872:82084, ack 37, win 1452, length 212
20:33:38.348668 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 82084:82296, ack 37, win 1452, length 212
20:33:38.348778 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 82296:82508, ack 37, win 1452, length 212
20:33:38.348882 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 82508:82720, ack 37, win 1452, length 212
20:33:38.348985 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 82720:82932, ack 37, win 1452, length 212
20:33:38.349127 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 82932:83144, ack 37, win 1452, length 212
20:33:38.349235 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 83144:83356, ack 37, win 1452, length 212
20:33:38.349339 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 83356:83568, ack 37, win 1452, length 212
20:33:38.349447 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 83568:83780, ack 37, win 1452, length 212
20:33:38.349551 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 83780:83992, ack 37, win 1452, length 212
20:33:38.349654 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 83992:84204, ack 37, win 1452, length 212
20:33:38.349755 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 84204:84416, ack 37, win 1452, length 212
20:33:38.349875 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 84416:84628, ack 37, win 1452, length 212
20:33:38.350045 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 84628:84840, ack 37, win 1452, length 212
20:33:38.350211 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 84840:85052, ack 37, win 1452, length 212
20:33:38.350337 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 85052:85264, ack 37, win 1452, length 212
20:33:38.350447 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 85264:85476, ack 37, win 1452, length 212
20:33:38.350552 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 85476:85688, ack 37, win 1452, length 212
20:33:38.350655 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 85688:85900, ack 37, win 1452, length 212
20:33:38.350758 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 85900:86112, ack 37, win 1452, length 212
20:33:38.350861 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 86112:86324, ack 37, win 1452, length 212
20:33:38.350964 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 86324:86536, ack 37, win 1452, length 212
20:33:38.351072 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 86536:86748, ack 37, win 1452, length 212
20:33:38.351176 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 86748:86960, ack 37, win 1452, length 212
20:33:38.351367 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 86960:87172, ack 37, win 1452, length 212
20:33:38.351489 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 87172:87384, ack 37, win 1452, length 212
20:33:38.351595 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 87384:87596, ack 37, win 1452, length 212
20:33:38.351697 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 87596:87808, ack 37, win 1452, length 212
20:33:38.351799 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 87808:88020, ack 37, win 1452, length 212
20:33:38.351902 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 88020:88232, ack 37, win 1452, length 212
20:33:38.352005 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 88232:88444, ack 37, win 1452, length 212
20:33:38.352106 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 88444:88656, ack 37, win 1452, length 212
20:33:38.352266 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 88656:88868, ack 37, win 1452, length 212
20:33:38.352390 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 88868:89080, ack 37, win 1452, length 212
20:33:38.352497 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 89080:89292, ack 37, win 1452, length 212
20:33:38.352634 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 89292:89504, ack 37, win 1452, length 212
20:33:38.352744 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 89504:89716, ack 37, win 1452, length 212
20:33:38.352847 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 89716:89928, ack 37, win 1452, length 212
20:33:38.352951 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 89928:90140, ack 37, win 1452, length 212
20:33:38.353077 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 90140:90352, ack 37, win 1452, length 212
20:33:38.353214 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 90352:90564, ack 37, win 1452, length 212
20:33:38.353352 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 90564:90776, ack 37, win 1452, length 212
20:33:38.353462 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 90776:90988, ack 37, win 1452, length 212
20:33:38.353567 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 90988:91200, ack 37, win 1452, length 212
20:33:38.353669 IP lamp-s-1vcpu-1gb-tor1-01.ssh > CPEf81d0fa9f3e3-CMf81d0fa9f3e0.cpe.net.cable.rogers.com.51494: Flags [P.], seq 91200:91412, ack 37, win 1452, length 212
